62777,62794,62792
62799,62818,62832
62799,62818,62832
62858,62858,62842
62858,62858,62842
62859,62837,62853
928,927,928
62817,62814,62789
62766,62797,62767
62766,62797,62767
62758,62763,62753
62758,62763,62753
62750,62733,62736
929,927,928
62722,62712,62721
62722,62712,62721
62721,62718,62709
62721,62718,62709
62675,62639,62622
62675,62639,62622
62586,62564,62549
62586,62564,62549
62522,62511,62514
62522,62511,62514
62463,62474,62457
62463,62474,62457
62471,62459,62460
62471,62459,62460
62457,62480,62470
62457,62480,62470
62494,62486,62507
62494,62486,62507
62491,62487,62512
62491,62487,62512
62491,62487,62512
62516,62542,62549
62576,62578,62568
62576,62578,62568
62596,62604,62599
62596,62604,62599
62611,62637,62633
62611,62637,62633
112362,112335,112372
62641,62649,62658
62679,62644,62663
62679,62644,62663
62646,62650,62626
62646,62650,62626
62655,62650,62646
62655,62650,62646
62640,62649,62629
62640,62649,62629
62638,62635,62616
62638,62635,62616
928,932,931
62647,62649,62649
62647,62649,62649
62679,62678,62672
62679,62678,62672
62657,62644,62647
62631,62648,62674
62631,62648,62674
112311,112397,112379
62672,62681,62689
62672,62681,62689
62668,62695,62688
62668,62695,62688
62701,62698,62691
62701,62698,62691
62709,62705,62698
62709,62705,62698
62695,62702,62697
62695,62702,62697
62677,62647,62643
62677,62647,62643
62618,62584,62579
62618,62584,62579
62550,62552,62530
62550,62552,62530
62519,62507,62517
62519,62507,62517
62514,62483,62496
62514,62483,62496
62494,62498,62500
62494,62498,62500
62482,62491,62491
62482,62491,62491
62517,62505,62494
62517,62505,62494
925,924,925
62466,62428,62451
62409,62422,62440
62409,62422,62440
62435,62417,62418
62422,62418,62426
62422,62418,62426
62415,62427,62408
62415,62427,62408
62433,62438,62417
62433,62438,62417
62455,62440,62432
62455,62440,62432
62458,62433,62429
62458,62433,62429
62408,62421,62401
62408,62421,62401
62415,62385,62409
62415,62385,62409
62402,62396,62408
111627,111579,111616
62412,62398,62406
62412,62398,62406
62407,62399,62416
62423,62411,62428
62448,62456,62432
62448,62456,62432
62448,62456,62432
62390,62403,62378
62390,62403,62378
62381,62404,62426
62381,62404,62426
62399,62392,62407
62399,62392,62407
62393,62412,62399
62393,62412,62399
62424,62410,62416
62424,62410,62416
62416,62420,62418
62416,62420,62418
62429,62434,62434
62429,62434,62434
62414,62403,62398
62414,62403,62398
62403,62399,62426
62403,62399,62426
62386,62405,62410
62386,62405,62410
62381,62391,62397
62381,62391,62397
62396,62385,62401
62396,62385,62401
62400,62397,62402
62400,62397,62402
62400,62413,62418
62400,62413,62418
62394,62379,62385
62394,62379,62385
62367,62361,62347
62367,62361,62347
62363,62356,62369
62363,62356,62369
62371,62366,62369
62371,62366,62369
62378,62400,62402
62378,62400,62402
62398,62390,62412
62398,62390,62412
62429,62438,62423
62440,62409,62422
62440,62409,62422
62401,62404,62389
62401,62404,62389
62401,62404,62389
62383,62366,62352
62351,62331,62341
62351,62331,62341
62329,62342,62319
62329,62342,62319
62325,62312,62294
62325,62312,62294
62305,62308,62317
62305,62308,62317
62294,62258,62289
62294,62258,62289
62263,62246,62258
62263,62246,62258
62240,62243,62257
62240,62243,62257
62251,62212,62235
62251,62212,62235
62254,62248,62236
62254,62248,62236
62257,62248,62255
62257,62248,62255
62274,62260,62244
62274,62260,62244
62211,62216,62204
62211,62216,62204
62198,62203,62177
62198,62203,62177
62203,62180,62179
62203,62180,62179
62194,62195,62189
62194,62195,62189
62172,62186,62187
62172,62186,62187
62199,62203,62209
62199,62203,62209
62199,62203,62209
62211,62211,62209
62166,62149,62172
62166,62149,62172
62145,62151,62142
62145,62151,62142
111783,111746,111805
62166,62172,62163
62151,62156,62181
62165,62165,62161
62173,62169,62181
62173,62169,62181
111878,111858,111756
62159,62179,62173
62159,62179,62173
62144,62148,62132
111617,111697,111699
62148,62144,62148
62132,62128,62147
62132,62128,62147
62132,62128,62147
62153,62141,62159
62153,62141,62159
62163,62155,62167
62163,62155,62167
62171,62181,62163
62171,62181,62163
62181,62168,62149
62181,62168,62149
62136,62134,62127
62136,62134,62127
62127,62156,62147
62127,62156,62147
62157,62156,62153
62157,62156,62153
62145,62147,62162
62145,62147,62162
62155,62159,62155
62155,62159,62155
62175,62176,62185
62175,62176,62185
62161,62142,62126
62161,62142,62126
62128,62131,62123
62128,62131,62123
62148,62150,62138
62148,62150,62138
62138,62153,62147
62138,62153,62147
62140,62142,62124
62140,62142,62124
62155,62139,62155
62155,62139,62155
62181,62150,62164
62181,62150,62164
62147,62128,62152
62147,62128,62152
62112,62125,62142
62112,62125,62142
62112,62125,62142
62122,62113,62122
62122,62113,62122
62123,62146,62112
111346,111370,111428
62132,62127,62128
111494,111457,111518
62114,62131,62153
62138,62154,62135
62138,62154,62135
62120,62103,62086
62120,62103,62086
62120,62103,62086
62088,62089,62100
62088,62089,62100
62108,62099,62100
62108,62099,62100
62069,62076,62089
62071,62089,62088
62071,62089,62088
62096,62086,62103
62096,62086,62103
62092,62098,62077
62092,62098,62077
62057,62077,62078
62057,62077,62078
62035,62053,62061
62035,62053,62061
62076,62050,62052
62076,62050,62052
62061,62059,62039
62061,62059,62039
62056,62045,62073
62056,62045,62073
62051,62052,62047
62051,62052,62047
62058,62045,62023
62058,62045,62023
62030,62011,62027
62030,62011,62027
62034,62045,62034
62034,62045,62034
62039,62030,62040
62039,62030,62040
62049,62045,62026
62049,62045,62026
62041,62062,62058
62041,62062,62058
62072,62069,62081
62072,62069,62081
62024,62024,62035
62024,62024,62035
62011,61994,61994
62011,61994,61994
62003,61978,61970
62003,61978,61970
61979,61980,61952
61979,61980,61952
61964,61969,61969
61964,61969,61969
111569,111601,111634
61986,61982,61978
61986,61982,61978
61994,62006,61995
61994,62006,61995
61946,61948,61936
111366,111402,111409
61914,61930,61925
61914,61930,61925
61935,61912,61927
61935,61912,61927
61923,61948,61926
61923,61948,61926
61919,61912,61916
61919,61912,61916
61943,61957,61925
61943,61957,61925
61963,61965,61954
61963,61965,61954
61933,61918,61906
61933,61918,61906
61917,61900,61915
61917,61900,61915
61900,61892,61916
61900,61892,61916
61922,61909,61905
61922,61909,61905
61916,61925,61910
61916,61925,61910
61936,61937,61932
61936,61937,61932
61954,61945,61961
61954,61945,61961
61939,61921,61932
61939,61921,61932
61917,61917,61903
61917,61917,61903
61914,61915,61899
61914,61915,61899
61923,61915,61937
61923,61915,61937
61923,61915,61937
61929,61931,61942
61964,61971,61966
61964,61971,61966
61977,61982,61968
61977,61982,61968
61925,61942,61943
61926,61955,61952
61926,61955,61952
61962,61957,61960
61953,61979,61982
111176,111256,111234
61977,61977,61969
61977,61977,61969
61983,61994,62011
61983,61994,62011
62013,62002,62017
62013,62002,62017
61986,61985,61967
61986,61985,61967
61981,61981,61973
61981,61981,61973
61975,61981,61975
61975,61981,61975
62001,61976,61992
62001,61976,61992
61986,61985,61985
61986,61985,61985
62005,62014,62010
62005,62014,62010
62031,62030,62013
62031,62030,62013
61983,61994,61992
61983,61994,61992
61978,61979,61994
61978,61979,61994
61983,61984,61989
61983,61984,61989
61994,61994,61993
61994,61994,61993
61994,61997,61994
61994,61997,61994
62002,62010,62016
62002,62010,62016
62019,62011,62023
62019,62011,62023
61993,61983,61990
61993,61983,61990
61980,61993,61967
61980,61993,61967
61975,61971,61993
61975,61971,61993
61971,61989,61971
61971,61989,61971
61995,61962,61997
61995,61962,61997
61976,61986,62011
61976,61986,62011
61976,61986,62011
62003,62001,62018
61969,61987,61985
61969,61987,61985
61975,61948,61967
61975,61948,61967
61975,61948,61967
61946,61961,61960
61955,61969,61962
61969,61944,61963
61969,61944,61963
61969,61944,61963
61969,61977,61990
