63910,63900,63926
63974,64007,64017
64051,64062,64068
64051,64062,64068
64082,64101,64113
64082,64101,64113
64083,64055,64050
64083,64055,64050
64046,64060,64098
64046,64060,64098
113256,113296,113263
64152,64206,64208
925,927,927
64214,64218,64211
64214,64218,64211
64107,64078,64072
933,931,934
64059,64091,64063
64059,64091,64063
64019,64007,63975
64019,64007,63975
63936,63955,63930
63936,63955,63930
63913,63907,63895
63913,63907,63895
63839,63844,63827
63839,63844,63827
63759,63754,63753
63759,63754,63753
63716,63693,63701
63716,63693,63701
63649,63650,63622
63649,63650,63622
63584,63590,63587
63584,63590,63587
63545,63528,63533
63545,63528,63533
63435,63446,63414
63435,63446,63414
63436,63441,63461
63436,63441,63461
63533,63550,63567
63533,63550,63567
63657,63679,63663
63657,63679,63663
63670,63686,63703
63670,63686,63703
63717,63714,63712
63717,63714,63712
63781,63780,63807
63781,63780,63807
63914,63897,63935
63914,63897,63935
64023,64003,64025
64023,64003,64025
941,942,944
64018,63985,63964
63900,63840,63791
63900,63840,63791
63776,63793,63783
63776,63793,63783
63764,63719,63689
63605,63595,63599
63605,63595,63599
113231,113233,113169
63546,63545,63551
63505,63502,63499
63505,63502,63499
63450,63431,63418
63450,63431,63418
63359,63378,63339
63359,63378,63339
63305,63298,63300
63305,63298,63300
63287,63281,63288
63307,63311,63296
63307,63311,63296
63301,63302,63299
63301,63302,63299
63255,63256,63248
63255,63256,63248
63211,63227,63226
63211,63227,63226
63286,63288,63319
63286,63288,63319
63456,63477,63503
63456,63477,63503
63566,63573,63605
63566,63573,63605
63664,63682,63716
63664,63682,63716
63722,63720,63731
63722,63720,63731
63701,63682,63698
63701,63682,63698
63696,63735,63706
63696,63735,63706
63713,63715,63717
63713,63715,63717
63738,63740,63746
63738,63740,63746
63784,63803,63822
63784,63803,63822
63861,63867,63868
63861,63867,63868
63885,63887,63886
63885,63887,63886
63877,63864,63865
63877,63864,63865
63842,63842,63834
63842,63842,63834
63766,63743,63719
63680,63696,63671
63680,63696,63671
113363,113396,113196
63666,63640,63635
113272,113238,113247
63627,63609,63616
63609,63615,63615
63609,63615,63615
63609,63615,63615
63615,63640,63649
63701,63731,63749
63701,63731,63749
63813,63842,63856
63813,63842,63856
63846,63821,63833
63846,63821,63833
63813,63824,63805
63813,63824,63805
63831,63827,63838
63831,63827,63838
63828,63840,63825
63828,63840,63825
63808,63825,63796
63808,63825,63796
63786,63789,63808
63786,63789,63808
113414,113355,113240
63821,63808,63806
63789,63796,63785
63789,63796,63785
63783,63770,63779
63783,63770,63779
63778,63778,63776
63778,63778,63776
63733,63745,63752
63733,63745,63752
63707,63691,63707
63707,63691,63707
63645,63639,63639
63645,63639,63639
63634,63654,63678
63634,63654,63678
63781,63811,63845
63781,63811,63845
63956,63979,63969
63956,63979,63969
63979,63963,63970
63979,63963,63970
63968,63967,63963
63968,63967,63963
63980,63990,64011
63980,63990,64011
63981,63989,64002
63981,63989,64002
946,946,947
64032,64012,64036
64032,64012,64036
64018,63986,64005
64018,63986,64005
64008,63991,64009
64004,63986,63989
64004,63986,63989
64007,63985,64004
64007,63985,64004
63964,63970,63973
63964,63970,63973
63980,63955,63958
63980,63955,63958
63964,63946,63948
63964,63946,63948
63954,63945,63945
63954,63945,63945
63942,63934,63909
63942,63934,63909
63909,63930,63912
63909,63930,63912
63909,63930,63912
63851,63854,63846
63836,63841,63837
63836,63841,63837
63829,63818,63816
63829,63818,63816
63783,63793,63778
63783,63793,63778
63785,63781,63785
63785,63781,63785
63775,63780,63780
63775,63780,63780
63738,63711,63710
63738,63711,63710
63710,63698,63698
63710,63698,63698
63698,63684,63681
63698,63684,63681
63671,63680,63666
63671,63680,63666
63658,63682,63655
63658,63682,63655
942,941,943
63687,63684,63690
63714,63690,63685
63676,63672,63685
63676,63672,63685
63676,63672,63685
63675,63670,63670
63644,63632,63646
63644,63632,63646
63648,63644,63660
63648,63644,63660
113474,113506,113505
63639,63659,63657
63639,63659,63657
63658,63685,63680
63658,63685,63680
63655,63642,63643
63655,63642,63643
63640,63638,63633
63640,63638,63633
63620,63603,63609
63620,63603,63609
63612,63622,63618
63612,63622,63618
63590,63601,63592
63590,63601,63592
63561,63557,63560
63561,63557,63560
63530,63520,63509
63530,63520,63509
63460,63457,63461
63460,63457,63461
63456,63444,63444
63456,63444,63444
63450,63423,63442
63450,63423,63442
63402,63409,63427
63402,63409,63427
63392,63392,63375
63392,63392,63375
63381,63387,63381
63381,63387,63381
63390,63400,63371
63390,63400,63371
63338,63350,63353
63338,63350,63353
63354,63340,63349
63354,63340,63349
63334,63335,63320
63334,63335,63320
63325,63312,63327
63325,63312,63327
63344,63333,63324
63344,63333,63324
63342,63341,63328
63342,63341,63328
63308,63319,63303
63308,63319,63303
63287,63291,63284
63287,63291,63284
63294,63303,63299
63294,63303,63299
63294,63303,63299
63305,63289,63310
63305,63289,63310
63312,63308,63303
63312,63308,63303
63282,63271,63274
63282,63271,63274
63262,63281,63256
63262,63281,63256
63201,63195,63205
63201,63195,63205
63175,63189,63175
63175,63189,63175
63177,63159,63157
63177,63159,63157
63152,63136,63138
63152,63136,63138
63137,63157,63146
63137,63157,63146
63135,63146,63159
63135,63146,63159
63128,63118,63101
63128,63118,63101
63077,63070,63073
63077,63070,63073
63077,63066,63047
63077,63066,63047
63050,63061,63033
63050,63061,63033
63042,63046,63048
63042,63046,63048
63038,62997,63031
63038,62997,63031
62990,62980,62971
62990,62980,62971
62929,62913,62926
62929,62913,62926
62917,62892,62892
62917,62892,62892
62878,62874,62897
62878,62874,62897
62868,62864,62885
62868,62864,62885
62858,62864,62855
62858,62864,62855
62858,62864,62855
62840,62840,62814
62811,62801,62784
62811,62801,62784
62758,62753,62749
62758,62753,62749
62734,62730,62741
62734,62730,62741
62697,62689,62684
62697,62689,62684
62652,62638,62652
62642,62623,62593
62642,62623,62593
62538,62540,62524
62538,62540,62524
62502,62512,62547
62502,62512,62547
62564,62576,62570
927,930,928
62640,62649,62685
62640,62649,62685
62774,62806,62806
62774,62806,62806
62879,62871,62868
62879,62871,62868
62896,62892,62893
62896,62892,62893
62889,62854,62833
62889,62854,62833
62840,62835,62834
62840,62835,62834
62850,62844,62828
62850,62844,62828
62859,62846,62864
62859,62846,62864
62855,62870,62877
62855,62870,62877
62922,62962,62930
62922,62962,62930
62944,62943,62922
62944,62943,62922
62897,62893,62902
62897,62893,62902
929,929,930
62900,62908,62912
62896,62903,62897
62896,62903,62897
62901,62897,62892
62901,62897,62892
62894,62887,62866
62894,62887,62866
62887,62875,62885
62887,62875,62885
112600,112616,112554
62848,62866,62829
62812,62818,62820
62812,62818,62820
928,930,929
62823,62825,62800
928,926,929
62855,62872,62855
62855,62872,62855
62906,62923,62929
62906,62923,62929
62929,62925,62904
62901,62890,62878
62901,62890,62878
927,928,929
62841,62836,62815
62841,62836,62815
62810,62832,62827
62810,62832,62827
62831,62831,62840
62831,62831,62840
62869,62846,62842
62869,62846,62842
62875,62878,62907
62875,62878,62907
62917,62911,62925
62917,62911,62925
62913,62919,62911
62913,62919,62911
62956,62953,62947
62956,62953,62947
62924,62891,62893
62924,62891,62893
62877,62844,62869
62877,62844,62869
62854,62859,62840
62854,62859,62840
62868,62873,62882
62868,62873,62882
62838,62847,62836
62838,62847,62836
62849,62861,62841
62849,62861,62841
62841,62829,62829
62841,62829,62829
62824,62808,62809
62824,62808,62809
62793,62785,62773
62793,62785,62773
62776,62772,62768
62755,62733,62748
62755,62733,62748
62747,62751,62744
62747,62751,62744
926,927,926
