56151,56140,56150
56129,56118,56098
56129,56118,56098
56073,56058,56079
56072,56071,56065
56072,56071,56065
56086,56076,56089
56086,56076,56089
56053,56064,56057
56053,56064,56057
56085,56079,56066
56085,56079,56066
56087,56116,56087
56091,56072,56072
56091,56072,56072
56030,56020,56029
56030,56020,56029
56030,56020,56029
56019,56012,56015
56019,56012,56015
56027,56025,56034
56027,56025,56034
56036,56023,56026
155121,155107,155131
56030,56045,56046
677,677,677
56031,56012,56031
56031,56012,56031
56010,56008,55996
56010,56008,55996
55902,55908,55925
55902,55908,55925
55925,55955,55932
55925,55955,55932
55950,55952,55967
55950,55952,55967
55983,55996,55988
55983,55996,55988
56002,56020,56000
56002,56020,56000
55980,56009,56013
55980,56009,56013
55986,55992,55971
55986,55992,55971
55961,55959,55953
55961,55959,55953
55933,55968,55940
55933,55968,55940
55955,55981,55957
55955,55981,55957
55991,55987,55983
55991,55987,55983
55980,56006,55991
55980,56006,55991
56003,56022,55990
56003,56022,55990
55997,55993,55974
55997,55993,55974
55959,55934,55938
55959,55934,55938
677,677,677
55940,55963,55962
55963,55975,55969
55963,55975,55969
55978,55986,55990
55978,55986,55990
677,677,677
56015,56028,56036
56015,56028,56036
56005,56021,55992
55997,55967,55974
55997,55967,55974
55954,55929,55921
55954,55929,55921
55954,55929,55921
55930,55927,55937
55930,55927,55937
55943,55948,55966
55943,55948,55966
55935,55950,55954
55935,55950,55954
55949,55957,55964
55949,55957,55964
55984,55956,55945
55984,55956,55945
55967,55955,55935
55967,55955,55935
55898,55903,55906
55898,55903,55906
55900,55900,55912
55900,55900,55912
55908,55923,55947
55908,55923,55947
55923,55929,55930
55923,55929,55930
55942,55955,55956
55942,55955,55956
55952,55977,55928
55952,55977,55928
55893,55894,55878
55893,55894,55878
55877,55862,55855
55877,55862,55855
55852,55835,55824
55852,55835,55824
55830,55848,55866
55830,55848,55866
55883,55880,55872
55883,55880,55872
55913,55906,55904
55913,55906,55904
55906,55936,55948
55906,55936,55948
55899,55905,55885
55899,55905,55885
55837,55857,55855
55837,55857,55855
55870,55896,55888
55923,55911,55881
55923,55911,55881
55924,55918,55920
55924,55918,55920
677,677,677
55930,55947,55959
55939,55928,55929
55939,55928,55929
155010,155002,155017
55903,55908,55924
55900,55926,55896
55900,55926,55896
677,677,677
55926,55912,55938
55926,55912,55938
55938,55973,55959
55938,55973,55959
55959,55962,55992
55959,55962,55992
55977,55967,55967
55977,55967,55967
55959,55943,55921
55959,55943,55921
55898,55858,55871
55898,55858,55871
55859,55859,55857
55859,55859,55857
55878,55878,55870
55878,55878,55870
55874,55891,55888
55874,55891,55888
55891,55913,55934
55891,55913,55934
55978,55954,55973
55978,55954,55973
55905,55941,55918
55905,55941,55918
55889,55899,55889
55889,55899,55889
55915,55916,55927
55915,55916,55927
154932,155004,154899
55950,55957,55967
55933,55901,55903
55933,55901,55903
55912,55950,55942
55912,55950,55942
55967,55967,55979
55967,55967,55979
55931,55907,55905
55931,55907,55905
55883,55863,55896
55883,55863,55896
154781,154871,154861
55901,55919,55913
55899,55923,55905
55899,55923,55905
55936,55930,55931
55936,55930,55931
55945,55934,55941
55945,55934,55941
677,677,677
55972,55989,55974
55972,55989,55974
55952,55937,55948
55952,55937,55948
55903,55899,55923
55903,55899,55923
55918,55899,55920
55918,55899,55920
55915,55914,55933
55915,55914,55933
55922,55944,55962
55922,55944,55962
55946,55939,55947
55946,55939,55947
55972,55991,55983
55972,55991,55983
55984,55943,55939
55984,55943,55939
55918,55908,55935
55918,55908,55935
55935,55939,55920
55935,55939,55920
55934,55937,55935
55934,55937,55935
55962,55945,55954
55962,55945,55954
55956,55948,55938
55956,55948,55938
55943,55923,55948
55943,55923,55948
55899,55894,55889
55899,55894,55889
55886,55882,55872
55886,55882,55872
55917,55909,55921
55917,55909,55921
55899,55909,55922
55899,55909,55922
55930,55940,55951
55930,55940,55951
55932,55930,55946
55932,55930,55946
55932,55930,55946
55945,55939,55943
55909,55889,55874
55909,55889,55874
55909,55889,55874
55903,55879,55863
677,677,677
55890,55909,55917
55890,55909,55917
55894,55908,55910
55890,55925,55913
55890,55925,55913
55920,55927,55891
55920,55927,55891
677,677,677
55900,55880,55882
55900,55880,55882
55859,55823,55810
55859,55823,55810
55835,55818,55830
55835,55818,55830
55822,55837,55841
55822,55837,55841
55815,55838,55826
55815,55838,55826
55856,55870,55855
55856,55870,55855
55850,55854,55876
55850,55854,55876
55861,55853,55849
55861,55853,55849
55786,55785,55786
55786,55785,55786
55767,55766,55772
55767,55766,55772
55767,55768,55757
55767,55768,55757
55785,55815,55806
55785,55815,55806
55794,55818,55800
55794,55818,55800
55813,55819,55835
55821,55826,55792
55821,55826,55792
55729,55760,55728
55729,55760,55728
55763,55746,55751
55763,55746,55751
55748,55769,55772
55748,55769,55772
55756,55779,55758
55756,55779,55758
55776,55776,55765
55776,55776,55765
55790,55780,55790
55767,55765,55760
55767,55765,55760
55749,55751,55762
55749,55751,55762
55745,55769,55776
55745,55769,55776
676,676,677
55778,55800,55801
55778,55800,55801
55782,55786,55809
